Wydział,Prowadzący,Nazwa przedmiotu,Typ zajęć,Kierunek
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Mechanika techniczna II,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Mechanika analityczna,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Mechanika techniczna II,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Tsip,wyk,Bud
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Badania i diagnostyka silników,lab,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Eksploatacja i technologia napraw maszyn,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Ochrona własności intelektualnych,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Wybrane zagadnienia z ochrony własności intelektualnych,wyk,Mt
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Wybrane zagadnienia z ochrony własności intelektualnych,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Podstawy mechaniki II,ćw,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Podstawy programowania,lab,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Podstawy programowania,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Podstawy dynamiki maszyn,lab,EP
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Mechanika techniczna II,ćw,EP
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Metody numeryczne,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Mechanika techniczna II,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Nowakowski,Budowa i eksploatacja silników I,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Nowakowski,Systemy pomiarowe,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Podstawy rekonstrukcji wypadków drogowych,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Budowa i eksploatacja pojazdów I,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Eksploatacja i technologia napraw maszyn,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Systemy pomiarowe,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Ochrona własności intelektualnej,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Ochrona własności intelektualnej,wyk,AiR
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Badania i diagnostyka silników,lab,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Badania i diagnostyka silników,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Ekologia i recykling pojazdów,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Bezpieczeństwo i higiena pracy z ergonomią,wyk,PPiW
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Podstawy architektury komputerów,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Podstawy architektury komputerów,lab,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Statystyka medyczna,lab,Piel
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Transport masy i energii,lab,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Podstawy termodynamiki technicznej,lab,Inż śr
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Podstawy termodynamiki technicznej,wyk,Inż śr
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika i termokinetyka,ćw,AiR
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika i termokinetyka,wyk,AiR
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika techniczna I,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Transport masy i energii,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika techniczna I,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika I,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika I,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Wymagania homologacyjne w budowie pojazdów,wyk,EP
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Badania i diagnostyka pojazdów,wyk,EP
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Mechatronika w pojazdach,wyk,EP
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Badania i diagnostyka pojazdów,lab,EP
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Mechatronika w pojazdach,lab,EP
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Komputerowe projektowanie zrobotyzowanych stanowisk pracy I,wyk,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Komputerowe projektowanie zrobotyzowanych stanowisk pracy I,proj,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Komputerowe projektowanie zrobotyzowanych stanowisk pracy,proj,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Rozpoznawanie obrazów i systemy ekspertowe,lab,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Systemy wizyjne w wytwarzaniu,wyk,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Rozpoznawanie obrazów i systemy ekspertowe,wyk,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Izabela Hura,Metrologia,lab,EP
Wydział Budowy Maszyn i Informatyki,mgr inż. Izabela Hura,Podstawy metrologii (Metrol. wielk. geom. / Metrol. tech. / Metrol.elek.),lab,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Techniki wytwarzania I,lab,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Obróbka plastyczna,lab,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Bezpieczeństwo i jakość w procesach wytwórczych,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Podstawy wspomagania decyzji,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Odlewnictwo i obróbka plastyczna,lab,EP
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Odlewnictwo,lab,Inż mat
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Techniki wytwarzania I,wyk,AiR
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Odlewnictwo i obróbka plastyczna,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Technologie spajania,wyk,EP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Technologie spajania,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Obróbka ubytkowa,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Praca przejściowa,proj,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Seminarium dyplomowe I,sem,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Obróbka plastyczna,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Seminarium dyplomowe I,sem,Mt
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Odlewnictwo,wyk,Inż mat
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Roman Stryczek,Projektowanie procesów obróbki i montażu,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Roman Stryczek,Obrabiarki sterowane numerycznie,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Roman Stryczek,Projektowanie elastycznych systemów produkcyjnych,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Programowanie obrabiarek sterowanych numerycznie,wyk,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Programowanie obrabiarek sterowanych numerycznie,proj,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Obrabiarki sterowane numerycznie,wyk,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Obrabiarki sterowane numerycznie,lab,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Systemy CAM,lab,MiBM
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Systemy CAM,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Zyzak,Projektowanie procesów obróbki,proj,EP
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Zyzak,Zarządzanie przedsiębiorstwem,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Zyzak,Roboty w wytwarzaniu maszyn,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Praca przejściowa,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Praca przejściowa,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Projektowanie systemów pracy I,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Kreatywność pracowników i twórcze zespoły,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Projektowanie systemów pracy I,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Robert Drobina,Zarządzanie środowiskowe,ćw,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Robert Drobina,Zarządzanie środowiskowe,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Robert Drobina,Zarządzanie bezpieczeństwem pracy,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,dr hab. inż. Luboslav Dulina,Organizacja systemów produkcyjnych,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr hab. inż. Luboslav Dulina,Organizacja systemów produkcyjnych,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,dr hab. inż. Luboslav Dulina,Forecasting and simulation in the enterprise II (przedmiot prowadzony w j. angielskim Prognozowanie i symulacja w przedsiębiorstwie II),proj,ZiIP
Wydział Budowy Maszyn i Informatyki,dr hab. inż. Luboslav Dulina,Forecasting and simulation in the enterprise II (przedmiot prowadzony w j. angielskim Prognozowanie i symulacja w przedsiębiorstwie II),wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Golińska,Praca przejściowa,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Golińska,Zarządzanie jakością i bezpieczeństwem I,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Herma,Informatyka i komputerowe wspomaganie prac inżynierskich I,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Herma,Informatyka i komputerowe wspomaganie prac inżynierskich I,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Kaczmar-Kolny,Podstawy rachunkowości,ćw,Analit
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Kaczmar-Kolny,Zarządzanie produkcją i usługami II,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Kaczmar-Kolny,Finanse i rachunkowość I,ćw,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Kaczmar-Kolny,Praca przejściowa,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Techniki szybkiego prototypowania,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Projektowanie zakładów przemysłowych,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Praca przejściowa,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Gospodarka magazynowa,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Wirtualna i rozszerzona rzeczywistość,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Kukla,Praca przejściowa,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Kukla,Informatyka i komputerowe wspomaganie prac inżynierskich III,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Kukla,Zarządzanie projektami innowacyjnymi II,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Kukla,Informatyka i komputerowe wspomaganie prac inżynierskich III,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Kukla,Grafika inżynierska (komputerowa) II,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. dr hab. inż. Ivan Kuric,Techniki szybkiego prototypowania,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabela Kutschenreiter-Praszkiewicz,Komunikacja społeczna,wyk,AiR
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabela Kutschenreiter-Praszkiewicz,Marketing,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabela Kutschenreiter-Praszkiewicz,Decision Support Systems,lab,Erasmus
Wydział Budowy Maszyn i Informatyki,prof. dr hab. inż. Józef Matuszek,Rachunek kosztów dla inżynierów,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. dr hab. inż. Józef Matuszek,Seminarium dyplomowe I,sem,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Matuszny,Praca przejściowa,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Janusz Mleczko,Komputerowe wspomaganie produkcji,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Moczała,Zarządzanie projektem i innowacjami,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Moczała,Zarządzanie projektem i innowacjami,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Moczała,Praca przejściowa,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,Seminarium dyplomowe II,sem,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,Wirtualna i rozszerzona rzeczywistość,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,ZpiuII,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,Forecasting and Simulation in Enterprise II,lab,Erasmus
Wydział Budowy Maszyn i Informatyki,mgr inż. Katarzyna Radwan,Kreatywność pracowników i twórcze zespoły,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Katarzyna Radwan,Zarządzanie projektem i innowacjami,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Katarzyna Radwan,Praca przejściowa,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,mgr inż. Katarzyna Radwan,Organizacja systemów produkcyjnych,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Gospodarka magazynowa,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Podstawy projektowania inżynierskiego I,ćw,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Komputerowe wspomaganie projektowania systemów produkcyjnych,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Podstawy projektowania inżynierskiego I,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Komputerowe wspomaganie projektowania systemów produkcyjnych,proj,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Dorota Więcek,Podstawy rachunkowości,wyk,Analit
Wydział Budowy Maszyn i Informatyki,dr inż. Dorota Więcek,Rachunek kosztów dla inżynierów,lab,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Dorota Więcek,Finanse i rachunkowość I,wyk,ZiIP
Wydział Budowy Maszyn i Informatyki,dr inż. Dorota Więcek,Prowadzenie działalności gospodarczej,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,dr Marcin Bernaś,Interfejs w aplikacjach internetowych,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr Marcin Bernaś,Zaawansowana grafika i gry komputerowe,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Programowanie II,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Programowanie dla Internetu w technologii ASP.NET,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Programowanie dla Internetu w technologii ASP.NET,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Programowanie II,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Programowanie IV,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Nierelacyjne bazy danych,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Tomasz Gancarczyk,Bezpieczeństwo systemów serwerowych,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Tomasz Gancarczyk,Systemy operacyjne I,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Tomasz Gancarczyk,Systemy operacyjne I,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Patryk Giertuga,Projektowanie rozwiązań internetowych,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Patryk Giertuga,Interfejs w aplikacjach internetowych,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Patryk Giertuga,Metody sztucznej inteligencji,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Maksymilian Grygiel,Projekt - zespołowe przedsięwzięcie programistyczne,proj,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Maksymilian Grygiel,Techniki testowania aplikacji,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Mikołaj Grygiel,Programowanie II,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Mikołaj Grygiel,Grafika komputerowa,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Mikołaj Grygiel,Projektowanie rozwiązań internetowych,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Łukasz Hamera,Projekt - zespołowe przedsięwzięcie programistyczne,proj,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Podstawy napędu elektrycznego,lab,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Elektrotechnika i elektronika w zastosowaniach przemysłowych,lab,MiBM
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Programowanie mikrokontrolerów,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Programowanie mikrokontrolerów,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Przetworniki pomiarowe w układach mechatronicznych,proj,Mt
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kajstura,Technika cyfrowa i mikroprocesorowa,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kajstura,Technika cyfrowa i mikroprocesorowa,lab,AiR
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Mirosław Kordos,Zaawansowane techniki programowania,wyk,Inf
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Mirosław Kordos,Zaawansowane techniki programowania,lab,Inf
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Mirosław Kordos,Metody sztucznej inteligencji,wyk,Inf
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Mirosław Kordos,Metody sztucznej inteligencji,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Fizyka,ćw,Inf
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Fizyka,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Podstawy informatyki,ćw,Kom int
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Podstawy informatyki,wyk,Kom int
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Grafika komputerowa,wyk,Inf
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Grafika komputerowa,lab,Inf
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Digital signal processing (przedmiot prowadzony w j. angielskim: Przetwarzanie sygnałów cyfrowych),lab,Inf
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Uczenie maszynowe,lab,Inf
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Uczenie maszynowe,wyk,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Elektronika,wyk,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Podstawy elektrotechniki i elektroniki,wyk,MiBM
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Podstawy elektrotechniki i elektroniki,ćw,MiBM
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Układy elektroniczne w mechatronice,ćw,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Układy elektroniczne w mechatronice,wyk,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Układy elektroniczne w mechatronice,lab,Mt
Wydział Budowy Maszyn i Informatyki,dr Joanna Nikodem,Nauka o danych I,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr Joanna Nikodem,Nauka o danych I,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Patyk,Podstawy napędu elektrycznego,ćw,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Patyk,Podstawy napędu elektrycznego,wyk,AiR
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Patyk,Sterowanie elektrycznymi układami napędowymi,wyk,Mt
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Patyk,Przetworniki pomiarowe w układach mechatronicznych,wyk,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Elektronika,lab,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Elektronika,ćw,AiR
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Programowanie mikrokontrolerów,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Projektowanie sterowania układów mechatronicznych,lab,Mt
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Projektowanie sterowania układów mechatronicznych,proj,Mt
Wydział Budowy Maszyn i Informatyki,dr inż. Ruslan Shevchuk,Programowanie II,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Piotr Soszka,Programowanie II,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Piotr Soszka,Interfejs w aplikacjach internetowych,lab,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Piotr Soszka,Nierelacyjne bazy danych,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Szymon Tengler,Tworzenie oprogramowania dla systemów chmurowych,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr hab. Wojciech Wieczorek,Optymalizacja kombinatoryczna,lab,Inf
Wydział Budowy Maszyn i Informatyki,dr hab. Wojciech Wieczorek,Optymalizacja kombinatoryczna,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr Łukasz Więcław,Zarządzania projektem,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr Łukasz Więcław,Wzorce projektowe,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr Łukasz Więcław,Seminarium dyplomowe I,sem,Inf
Wydział Budowy Maszyn i Informatyki,dr Łukasz Więcław,Wprowadzenie do UX Design,wyk,Kom int
Wydział Budowy Maszyn i Informatyki,dr Łukasz Więcław,Wprowadzenie do UX Design,ćw,Kom int
Wydział Budowy Maszyn i Informatyki,mgr inż. Tomasz Zając,Projekt - zespołowe przedsięwzięcie programistyczne,proj,Inf
Wydział Budowy Maszyn i Informatyki,mgr inż. Tomasz Zając,Programowanie IV,lab,Inf
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Stanisław Zawiślak,Matematyka dyskretna,wyk,Inf
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Stanisław Zawiślak,Seminarium dyplomowe II,sem,Inf
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Stanisław Zawiślak,Matematyka dyskretna,ćw,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Ruslana Ziubina,Sieci komputerowe,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Ruslana Ziubina,Bezpieczeństwo technologii mobilnych,wyk,Inf
Wydział Budowy Maszyn i Informatyki,dr inż. Ruslana Ziubina,Computer Networks I,wyk,Erasmus
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Izabela Bieńkowska,Pedagogika specjalna,wyk,Ped st
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Tpw,wyk,Ped sp
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Tpw,ćw,Ped sp
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Pisp,wyk,PPiW
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Pisp,ćw,PPiW
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Fw,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Wspieranie rozwoju dziecka z niepełnosprawnością intelektualną/Praca z dzieckiem z niepelnosprawnością intelektualną,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Seminarium dyplomowe,sem,PPiW
