Wydział,Katedra,Koordynator,Przedmiot,Typ
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Broda Urszula,Jo(d)II - Język obcy (drugi) II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Broda Urszula,JoI - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Broda Urszula,Ljo(n/w) - Lektorat języka obcego (jęz. niemiecki / włoski),lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Bury Beata,"Ja - Język angielski, 3h przez 10 tyg.",lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Bury Beata,JaI - Język angielski I,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Bury Beata,JaII - Język angielski II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Bury Beata,Jo - Język obcy,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Bury Beata,JoII - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Bury Beata,Konsultacje (L) - Konsultacje (L),nieznany
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Bury Beata,Ljo(n/w) - Lektorat języka obcego (jęz. niemiecki / włoski),lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Byrska-Cebrat Aleksandra,Jo - Język obcy,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Byrska-Cebrat Aleksandra,Jo1 - Język obcy 1,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Byrska-Cebrat Aleksandra,Jo3 - Język obcy 3,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Byrska-Cebrat Aleksandra,JoII - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Ciudziński Jerzy,"Ja - Język angielski, 3h przez 10 tyg.",lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Ciudziński Jerzy,Jo - Język obcy,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Ciudziński Jerzy,Jo3 - Język obcy 3,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Ciudziński Jerzy,JoII - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Ciudziński Jerzy,JoIV - Język obcy IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Galas-Jędruch Sabina,Jo(d)II - Język obcy (drugi) II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Galas-Jędruch Sabina,JoI - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Galas-Jędruch Sabina,JoII - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Galas-Jędruch Sabina,JoIV - Język obcy IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Galas-Jędruch Sabina,Ljo(n/w) - Lektorat języka obcego (jęz. niemiecki / włoski),lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Gawlik Agnieszka,Jłzeka - Język łaciński z elem. kultury antycznej,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Góralczyk-Rajewska Beata,Ja/JaIII - Język angielski / Język angielski III,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Góralczyk-Rajewska Beata,JaI - Język angielski I,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Góralczyk-Rajewska Beata,JaII - Język angielski II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Góralczyk-Rajewska Beata,JaIV - Język angielski IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Góralczyk-Rajewska Beata,Jo - Język obcy,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Góralczyk-Rajewska Beata,Jo/Jo3 - Język obcy / Język obcy 3,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Góralczyk-Rajewska Beata,Konsultacje (L) - Konsultacje (L),nieznany
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Górny Ewa,Jo - Język obcy,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Górny Ewa,JoI - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Górny Ewa,JoII - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Górny Ewa,JoIV - Język obcy IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Gradowska Agnieszka,Ja/JaIII - Język angielski / Język angielski III,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Gradowska Agnieszka,Ja/Jae - Język angielski / Język angielski ekonomiczny,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Gradowska Agnieszka,Jo - Język obcy,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Gradowska Agnieszka,Jo1 - Język obcy 1,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Gradowska Agnieszka,UTW - lektorat 3.02-26.05.2025 - UTW - lektorat 3.02-26.05.2025,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Koczur Agnieszka,Ja/JaIII - Język angielski / Język angielski III,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Koczur Agnieszka,Ja/Jae - Język angielski / Język angielski ekonomiczny,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Koczur Agnieszka,JaIV - Język angielski IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Kordos Bożena,"Ja</strong> (Piątek 12:30-14:45) - Język angielski, 3h przez 10 tyg., występowanie: (L) Stacjonarne<br><strong>Ja</strong> (Sobota 11:30-13:45) - Język angielski, 3h przez 10 zjazdów, występowanie: (L) NZ WNoZ_10zj<br><strong>Ja/Jae - Język angielski / Język angielski ekonomiczny",nieznany
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Kordos Bożena,UTW - lektorat 06.02-29.05.2025 - UTW - lektorat 06.02-29.05.2025,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Kordos Bożena,UTW - lektorat 5.02-28.05.2025 - UTW - lektorat 5.02-28.05.2025,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Kowalska Magdalena,"Ja - Język angielski, 3h przez 10 tyg.",lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Kowalska Magdalena,JaIV - Język angielski IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Markowska-Kwiatkowska Stanisława,JoII - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Markowska-Kwiatkowska Stanisława,Ljo(n/w) - Lektorat języka obcego (jęz. niemiecki / włoski),lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Misik Jolanta,Ja/JaIII - Język angielski / Język angielski III,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Misik Jolanta,JaII - Język angielski II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Misik Jolanta,JaIV - Język angielski IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Misik Jolanta,Jo - Język obcy,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Misik Jolanta,Konsultacje (L) - Konsultacje (L),nieznany
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Morawska-Gacek Marzena,"Ja</strong> (Piątek 12:30-14:45) - Język angielski, 3h przez 10 tyg., występowanie: (L) Stacjonarne<br><strong>Ja</strong> (Niedziela 12:15-14:30) - Język angielski, 3h przez 10 zjazdów, występowanie: (L) NZ WNoZ_10zj<br><strong>Ja/Jae - Język angielski / Język angielski ekonomiczny",nieznany
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Morawska-Gacek Marzena,JaII - Język angielski II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Morawska-Gacek Marzena,JaIV - Język angielski IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Morawska-Gacek Marzena,Jo - Język obcy,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Morawska-Gacek Marzena,JoII - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Morawska-Gacek Marzena,JoIV - Język obcy IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Morawska-Gacek Marzena,Konsultacje (L) - Konsultacje (L),nieznany
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Pietras-Sadłek Marzena,Jo - Język obcy,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Pietras-Sadłek Marzena,Jo/Jo3 - Język obcy / Język obcy 3,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Pietras-Sadłek Marzena,JoII - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Pietras-Sadłek Marzena,Konsultacje (L) - Konsultacje (L),nieznany
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Pietras-Sadłek Marzena,Ljo(n/w) - Lektorat języka obcego (jęz. niemiecki / włoski),lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Świtka Barbara,Bc/Tib(ja) - Business communication / Translation in business (w jęz. ang.),ćwiczenia
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Świtka Barbara,"Ja</strong> (Czwartek 10:45-13:00) - Język angielski, 3h przez 10 tyg., występowanie: (L) Stacjonarne<br><strong>Ja</strong> (Sobota 14:00-16:15) - Język angielski, 3h przez 10 zjazdów, występowanie: (L) NZ WNoZ_10zj<br><strong>Ja/Jae - Język angielski / Język angielski ekonomiczny",nieznany
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Świtka Barbara,JaII - Język angielski II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Świtka Barbara,JaIV - Język angielski IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szewczyk Ilona,Bc/Tib(ja) - Business communication / Translation in business (w jęz. ang.),ćwiczenia
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szewczyk Ilona,Ja/Jae - Język angielski / Język angielski ekonomiczny,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szewczyk Ilona,JaII - Język angielski II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szewczyk Ilona,JaIV - Język angielski IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szewczyk Ilona,Jo - Język obcy,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szewczyk Ilona,JoII - Język obcy II,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szewczyk Ilona,JoIV - Język obcy IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szwabowicz-Janosz Agnieszka,"Ja</strong> (Piątek 12:30-14:45) - Język angielski, 3h przez 10 tyg., występowanie: (L) Stacjonarne<br><strong>Ja</strong> (Sobota 11:30-13:45) - Język angielski, 3h przez 10 zjazdów, występowanie: (L) NZ WNoZ_10zj<br><strong>JaII - Język angielski II",nieznany
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szwabowicz-Janosz Agnieszka,JaIV - Język angielski IV,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szwabowicz-Janosz Agnieszka,Jo - Język obcy,lektorat
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szwabowicz-Janosz Agnieszka,Konsultacje (L) - Konsultacje (L),nieznany
Jednostki Międzywydziałowe,S1 Studium Języków Obcych,Szwabowicz-Janosz Agnieszka,Ljo(n/w) - Lektorat języka obcego (jęz. niemiecki / włoski),lektorat
Jednostki Międzywydziałowe,S2 Studium Wychowania Fizycznego i Sportu,Cyran Janusz,WF - Wychowanie Fizyczne,ćwiczenia
Jednostki Międzywydziałowe,S2 Studium Wychowania Fizycznego i Sportu,Cyran Janusz,"Wf</strong> (Wtorek 08:00-09:30) - Wychowanie fizyczne, występowanie: (L) Stacjonarne<br><strong>Wf</strong> (Czwartek 08:00-09:30) - Wychowanie fizyczne, 2h przez 10 tyg., występowanie: (L) Stacjonarne<br><strong>WfII - Wychowanie fizyczne II",nieznany
Jednostki Międzywydziałowe,S2 Studium Wychowania Fizycznego i Sportu,Gradowski Paweł,"Wf</strong> (Środa 11:30-13:00) - Wychowanie fizyczne, występowanie: (L) Stacjonarne<br><strong>Wf</strong> (Czwartek 08:00-09:30) - Wychowanie fizyczne, 2h przez 10 tyg., występowanie: (L) Stacjonarne<br><strong>Wf</strong> (Piątek 15:00-17:15) - Wychowanie fizyczne, 3h przez 10 zjazdów, występowanie: (L) NZ WNoZ_10zj<br><strong>Wf2 - Wychowanie fizyczne 2",nieznany
Jednostki Międzywydziałowe,S2 Studium Wychowania Fizycznego i Sportu,Gradowski Paweł,WfII - Wychowanie fizyczne II,ćwiczenia
Jednostki Międzywydziałowe,S2 Studium Wychowania Fizycznego i Sportu,Kędzior Jolanta,WF - Wychowanie Fizyczne,ćwiczenia
Jednostki Międzywydziałowe,S2 Studium Wychowania Fizycznego i Sportu,Targosz Piotr,WF - Wychowanie Fizyczne,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Adamek Mirosław,AmII - Analiza matematyczna II,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Adamek Mirosław,MII - Matematyka II,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Adamek Mirosław,MiII - Matematyka inżynierska II,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Adamek Mirosław,Mpis - Metody probabilistyczne i statystyka,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Adamek Mirosław,Sip - Statystyka i probabilistyka,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Adamek Mirosław,So - Statystyka opisowa,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Kotrys Dawid,AmII - Analiza matematyczna II,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Kotrys Dawid,MII - Matematyka II,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Micherda Bartosz,AmII - Analiza matematyczna II,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Micherda Bartosz,M - Matematyka,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Micherda Bartosz,Sip - Statystyka i probabilistyka,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Mrowiec Jacek,Aisd - Algorytmy i struktury danych,laboratorium
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Mrowiec Jacek,Tiik - Teoria informacji i kodowanie,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Sadowska-Owczorz Elżbieta,Aisd - Algorytmy i struktury danych,laboratorium
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Śliwińska Dorota,Aisd - Algorytmy i struktury danych,laboratorium
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Śliwińska Dorota,Ma(po) - Mathematical analysis (przedmiot obieralny),ćwiczenia
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Śliwińska Dorota,Mat - Matematyka,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Śliwińska Dorota,MiII - Matematyka inżynierska II,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Śliwińska Dorota,Mp - Metody probablistyczne,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Śliwińska Dorota,Mpis - Metody probabilistyczne i statystyka,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Śliwińska Dorota,So - Statystyka opisowa,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Wąsowicz Szymon,"Am</strong> (Czwartek 16:00-16:45) - Analiza macierzowa, występowanie: (L) Stacjonarne<br><strong>Am</strong> (Poniedziałek 16:00-16:45) - Analiza macierzowa, zdalnie, występowanie: (L) Stacjonarne<br><strong>Ma(po) - Mathematical analysis (przedmiot obieralny)",nieznany
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Wąsowicz Szymon,MiII - Matematyka inżynierska II,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Wąsowicz Szymon,Mp - Metody probablistyczne,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Zgraja Tomasz,DM - Discrete Mathematics,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Zgraja Tomasz,MII - Matematyka II,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Zgraja Tomasz,Mat - Matematyka,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Zgraja Tomasz,MiII - Matematyka inżynierska II,wykład
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Zgraja Tomasz,Sesja egzaminacyjna 27.02 - Sesja egzaminacyjna 27.02,nieznany
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Zgraja Tomasz,Sesja egzaminacyjna 28.02 - Sesja egzaminacyjna 28.02,nieznany
Wydział Budowy Maszyn i Informatyki,K11 Matematyki,Zgraja Tomasz,Zm - Zaawansowana matematyka,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Augustynek Krzysztof,PIV - Programowanie IV,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Augustynek Krzysztof,PdIwtA - Programowanie dla Internetu w technologii ASP.NET,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Augustynek Krzysztof,Pkm - Podstawy konstrukcji maszyn,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Augustynek Krzysztof,Sr - Systemy rozproszone,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Bebek Ewa,Mwp - Monitoring w przemyśle,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Bebek Ewa,PsP - Programowalne sterowniki PAC,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Bebek Ewa,Ss - Sterowanie sekwencyjne,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Bebek Ewa,SwS - Systemy wizualizacji SCADA,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Bebek Ewa,Up - Układy przełączające,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Danielczyk Piotr,Imo - Inżynierskie metody optymalizacji,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Danielczyk Piotr,Mwpm - Modelowanie wspomagające projektowanie maszyn,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Danielczyk Piotr,PCim3 - Podstawy CAD i modelowanie 3D,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Danielczyk Piotr,PCim3D - Podstawy CAD i modelowanie 3D,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Danielczyk Piotr,Pg - Projektowanie generatywne,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Drewniak Józef,Wzzkm - Wybrane zagadnienia z konstrukcji maszyn,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Jabłoński Adam,Jwpwm - Języki wysokiego poziomu w mechatronice,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Jabłoński Adam,M - Mechatronika,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Jabłoński Adam,PrII - Podstawy robotyki II,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Janusz Jarosław,Dme - Drgania mechaniczne,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Janusz Jarosław,Pair - Podstawy automatyki i robotyki,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Janusz Jarosław,Ptsis - Podstawy teorii sygnałów i systemów,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Jędrzejczyk Dariusz,MII - Metaloznawstwo II,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Jędrzejczyk Dariusz,NomI - Nauka o materiałach I,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Jędrzejczyk Dariusz,P4 - Przemysł 4.0,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Jędrzejczyk Dariusz,Wmi - Współczesne materiały inżynierskie,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Klecki Ryszard,Mp - Mechanika płynów,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Klecki Ryszard,PkmII - Podstawy konstrukcji maszyn II,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Kopeć Jerzy,Mp - Mechanika płynów,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Kopeć Jerzy,MpI - Mechanika płynów I,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Kopeć Jerzy,PrII - Podstawy robotyki II,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Kopeć Jerzy,Snwa - Sieci neuronowe w automatyce,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Kopeć Jerzy,Upih - Urządzenia pneumatyczne i hydrauliczne,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Kopeć Jerzy,WmI - Wytrzymałość materiałów I,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Kłosiński Jacek,SdI - Seminarium dyplomowe I,nieznany
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Kłosiński Jacek,SdII - Seminarium dyplomowe II,nieznany
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Kłosiński Jacek,Spc - Sterowanie procesami ciągłymi,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Kłosiński Jacek,Wzts - Wybrane zagadnienia teorii sterowania,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Marszałek Jerzy,Ao - Algorytmy optymalizacji,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Marszałek Jerzy,Boio - Badania operacyjne i optymalizacja,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Marszałek Jerzy,PCim3 - Podstawy CAD i modelowanie 3D,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Marszałek Jerzy,Pso - Podstawy sterowania optymalnego,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Marszałek Jerzy,Wdwpi - Wspomaganie decyzji w praktyce inżynierskiej,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Pawlik Marcin,Kwsua - Komputerowe wspomaganie syntezy układów automatyki,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Pawlik Marcin,Pair - Podstawy automatyki i robotyki,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Pawlik Marcin,Ptsis - Podstawy teorii sygnałów i systemów,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Pawlik Marcin,Rsm - Robotyzacja stanowisk mechatronicznych,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Pawlik Marcin,Scr - Systemy czasu rzeczywistego,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Pawlik Marcin,Spz - Symulacja procesów zrobotyzowanych,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Pawlik Marcin,Up - Układy przełączające,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Pawlus Dorota,Sesja poprawkowa 27.02 - Sesja poprawkowa 27.02,nieznany
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Pawlus Dorota,Wkits - Wytrzymałość kompozytów i teoria sprężystości,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Pawlus Dorota,WmI - Wytrzymałość materiałów I,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Praszkiewicz Marek,GiII(rt) - Grafika inżynierska II (Rysunek techniczny),projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Praszkiewicz Marek,PkmI - Podstawy konstrukcji maszyn I,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Praszkiewicz Marek,PkmII - Podstawy konstrukcji maszyn II,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Rajzer Izabella,MII - Metaloznawstwo II,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Rajzer Izabella,Mitswbp - Materiały i tworzywa sztuczne w budowie pojazdów,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Rajzer Izabella,NomI - Nauka o materiałach I,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Rysiński Jacek,GiII(rt) - Grafika inżynierska II (Rysunek techniczny),wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Rysiński Jacek,Pp - Praca przejściowa,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Sidzina Marcin,Jwpwm - Języki wysokiego poziomu w mechatronice,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Sidzina Marcin,Pea - Projektowanie elementów automatyki,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Sidzina Marcin,Pp - Praca przejściowa,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Sidzina Marcin,Rsm - Robotyzacja stanowisk mechatronicznych,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Sidzina Marcin,Scr - Systemy czasu rzeczywistego,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Sidzina Marcin,Spz - Symulacja procesów zrobotyzowanych,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Sidzina Marcin,SwS - Systemy wizualizacji SCADA,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Skotnicki Wojciech,M - Materiałoznawstwo,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Skotnicki Wojciech,Pso - Podstawy systemów operacyjnych,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Śliwka Mateusz,Mp - Mechanika płynów,laboratorium
